日期,版本,事件Id,事件名称,消息数量,独立用户数
2020-12-01,null,Subject.doTranslate,条目.翻译简介,19,3
2020-12-01,null,Mono.imageView,人物.封面图查看,19,7
2020-12-01,null,TRelation.to,关联角色.跳转,20,5
2020-12-01,null,Subject.searchEp,条目.搜索源,20,6
2020-12-01,null,User.toggleList,我的.布局选择,21,5
2020-12-01,null,Calendar.to,每日放送.跳转,21,7
2020-12-01,null,Browser.to,索引.跳转,22,5
2020-12-01,null,TDeal.showTime,交易.显示时间,23,7
2020-12-01,null,Subject.doEpsLongPress,条目.章节按钮长按,24,5
2020-12-01,null,Search.deleteHistory,搜索.删除历史,24,4
2020-12-01,null,Voices.to,角色.跳转,24,3
2020-12-01,null,TTopWeek.to,每周萌王.跳转,25,7
2020-12-01,null,TAdvanceAsk.to,卖一推荐.跳转,25,6
2020-12-01,null,TIndex.bonusDaily,小圣杯.每日签到,26,17
2020-12-01,null,Works.to,作品.跳转,26,12
2020-12-01,null,TSacrifice.rate,资产重组.股息查看,28,2
2020-12-01,null,User.onOrderSelect,我的.排序选择,29,9
2020-12-01,null,User.onSelectSubjectType,我的.类型选择,29,13
2020-12-01,null,Tag.onOrderSelect,用户标签.排序选择,29,12
2020-12-01,null,TAdvance.to,高级分析.跳转,31,12
2020-12-01,null,Comic.searchEps,漫画.搜索章节,31,4
2020-12-01,null,TDeal.doCancelAll,交易.一键取消挂单,31,7
2020-12-01,null,Subject.changeText,条目.书籍章节输入框改变,32,8
2020-12-01,null,Search.selectHistory,搜索.选择历史,33,19
2020-12-01,null,Zone.to,空间.跳转,34,7
2020-12-01,null,Notify.clear,电波提醒.清除,35,18
2020-12-01,null,TIndex.test,小圣杯.预测股息,37,17
2020-12-01,null,Setting.switch,设置.切换,39,14
2020-12-01,null,TLogs.tabsChange,资金日志.标签页切换,39,5
2020-12-01,null,Notify.to,电波提醒.跳转,40,8
2020-12-01,null,TSacrifice.doSacrifice,资产重组.资产重组,41,15
2020-12-01,null,Anime.onSelect,Anime.选择,42,12
2020-12-01,null,TOverview.to,热门榜单.跳转,42,5
2020-12-01,null,Login.to,登陆.跳转,44,21
2020-12-01,null,Characters.to,更多角色.跳转,50,3
2020-12-01,null,Timeline.to,时间胶囊.跳转,50,15
2020-12-01,null,TDeal.doCancel,交易.取消挂单,53,10
2020-12-01,null,Login.onError,登陆.错误,55,29
2020-12-01,null,TSacrifice.changeAmountByMenu,资产重组.菜单改变竞拍数量,55,10
2020-12-01,null,Setting.to,设置.跳转,56,35
2020-12-01,null,Topic.scrollTo,帖子.楼层跳转,58,13
2020-12-01,null,TSacrifice.to,资产重组.跳转,62,15
2020-12-01,null,TICODeal.doSubmit,ICO交易.注资,63,8
2020-12-01,null,Rakuen.tabsChange,超展开.标签页切换,64,17
2020-12-01,null,Home.doEpsSelect,首页.章节菜单操作,65,29
2020-12-01,null,TSacrifice.doAuction,资产重组.竞拍,68,14
2020-12-01,null,TDeal.switchIsIce,交易.切换冰山,70,6
2020-12-01,null,TAdvanceBid.to,买一推荐.跳转,73,4
2020-12-01,null,TItems.use,我的道具.使用,76,17
2020-12-01,null,Subject.imageView,条目.封面图查看,78,20
2020-12-01,null,Login.onSuccess,登陆.成功,79,72
2020-12-01,null,Anime.to,Anime.跳转,80,13
2020-12-01,null,Topic.to,帖子.跳转,88,28
2020-12-01,null,Home.itemToggleExpand,首页.展开或收起条目,91,26
2020-12-01,null,TCharaAssets.tabsChange,我的持仓.标签页切换,93,17
2020-12-01,null,Search.onSelect,搜索.切换类型,98,34
2020-12-01,null,TLogs.to,资金日志.跳转,99,16
2020-12-01,null,Timeline.tabsChange,时间胶囊.标签页切换,101,16
2020-12-01,null,TICO.to,ICO.跳转,107,11
2020-12-01,null,Mono.to,人物.跳转,109,34
2020-12-01,null,Subject.doEpsSelect,条目.章节菜单操作,110,46
2020-12-01,null,Zone.tabsChange,空间.标签页切换,117,15
2020-12-01,null,TDeal.toggleType,交易.切换买卖类型,127,21
2020-12-01,null,Login.onLogin,登陆.登陆,137,79
2020-12-01,null,Rank.to,排行榜.跳转,143,19
2020-12-01,null,Home.doWatchedNextEp,首页.观看下一章节,149,23
2020-12-01,null,TBid.to,我的委托.跳转,162,17
2020-12-01,null,Home.tabsChange,首页.标签页切换,162,47
2020-12-01,null,User.to,我的.跳转,174,60
2020-12-01,null,User.tabsChange,我的.标签页切换,180,44
2020-12-01,null,TIndex.lottery,小圣杯.刮刮乐,184,34
2020-12-01,null,TDeal.to,交易.跳转,272,34
2020-12-01,null,Tag.to,用户标签.跳转,280,19
2020-12-01,null,Search.to,搜索.跳转,281,78
2020-12-01,null,Rank.next,排行榜.下一页,291,14
2020-12-01,null,TDeal.doSubmit,交易.挂单,311,30
2020-12-01,null,Rakuen.to,超展开.跳转,336,47
2020-12-01,null,Discovery.to,发现.跳转,391,105
2020-12-01,null,TCharaAssets.to,我的持仓.跳转,398,27
2020-12-01,null,Home.to,首页.跳转,475,145
2020-12-01,null,Subject.doUpdateCollection,条目.管理收藏,475,57
2020-12-01,null,Subject.showManageModel,条目.显示收藏管理,541,64
2020-12-01,null,TIndex.to,小圣杯.跳转,542,53
2020-12-01,null,Search.doSearch,搜索.搜索,551,82
2020-12-01,null,Subject.to,条目.跳转,714,95
2020-12-01,null,Other.start,其他.启动,730,273
2020-12-01,null,Subject.view,条目.查看,1608,169
2020-12-01,null,Other.view,其他.查看,7191,265
2020-12-02,null,Zone.used,空间.历史,1,1
2020-12-02,null,Catalog.toggleType,目录.切换类型,1,1
2020-12-02,null,Say.to,吐槽.跳转,1,1
2020-12-02,null,TNew.tabsChange,新番榜单.标签页切换,1,1
2020-12-02,null,Other.theme,其他.切换主题,1,1
2020-12-02,null,Rank.onMonthSelect,排行榜.月选择,1,1
2020-12-02,null,TNew.to,新番榜单.跳转,1,1
2020-12-02,null,RakuenSetting.switch,超展开设置.切换,1,1
2020-12-02,null,RakuenSearch.selectHistory,帖子搜索.选择历史,1,1
2020-12-02,null,TTopWeek.to,每周萌王.跳转,1,1
2020-12-02,null,Characters.topRightMenu,更多角色.右上角菜单,1,1
2020-12-02,null,Topic.doDeleteReply,帖子.删除回复,1,1
2020-12-02,null,Home.doUpdateNext,首页.更新书籍下一个章节,1,1
2020-12-02,null,Subject.doDiscTranslate,条目.翻译曲目,1,1
2020-12-02,null,Zone.tabsPress,空间.标签页点击,1,1
2020-12-02,null,Anime.scrollToTop,Anime.到顶,1,1
2020-12-02,null,RakuenSearch.to,帖子搜索.跳转,1,1
2020-12-02,null,TTopWeek.refresh,每周萌王.刷新,1,1
2020-12-02,null,Group.imageView,小组.封面图查看,1,1
2020-12-02,null,Notify.topRightMenu,电波提醒.右上角菜单,1,1
2020-12-02,null,Mine.to,我的小组.跳转,1,1
2020-12-02,null,ServerStatus.pingOne,网络探针.检测,1,1
2020-12-02,null,Other.deeplink,其他.Linking,1,1
2020-12-02,null,TCharaAssets.doBatchAsk,我的持仓.批量挂单,1,1
2020-12-02,null,Mono.imageView,人物.封面图查看,1,1
2020-12-02,null,LoginV1.onOtherPage,授权登陆.乱逛,1,1
2020-12-02,null,TClipboard.batchICO,粘贴板.一键注资,1,1
2020-12-02,null,Rating.toggleFilter,用户评分.切换类型,1,1
2020-12-02,null,CatalogDetail.to,目录详情.跳转,1,1
2020-12-02,null,TTree.onFilter,资产分析.选择筛选,1,1
2020-12-02,null,TTree.onTypeSelect,资产分析.选择范围,1,1
2020-12-02,null,TICODeal.imageView,ICO交易.封面图查看,1,1
2020-12-02,null,Subject.doEpsLongPress,条目.章节按钮长按,2,2
2020-12-02,null,TValhall.onSortPress,英灵殿.排序,2,1
2020-12-02,null,Subject.readNoval,条目.阅读轻小说,2,2
2020-12-02,null,TCharaAssets.doBatchSacrifice,我的持仓.批量献祭,2,1
2020-12-02,null,PM.doCreate,短信.新短信,2,2
2020-12-02,null,LoginV1.onSuccess,授权登陆.成功,2,2
2020-12-02,null,Say.topRightMenu,吐槽.右上角菜单,2,2
2020-12-02,null,PM.to,短信.跳转,2,1
2020-12-02,null,Timeline.doDelete,时间胶囊.删除时间线,2,1
2020-12-02,null,TRich.tabsChange,番市首富.标签页切换,2,2
2020-12-02,null,ServerStatus.pingAll,网络探针.全部检测,2,1
2020-12-02,null,CatalogDetail.sort,目录详情.排序,2,1
2020-12-02,null,Comic.onSearch,漫画.搜索,2,2
2020-12-02,null,TSacrifice.toggleCover,资产重组.展开收起封面,2,1
2020-12-02,null,Catalog.next,目录.下一页,2,1
2020-12-02,null,Browser.onMonthSelect,索引.月选择,2,2
2020-12-02,null,Home.showManageModal,首页.显示收藏管理,2,2
2020-12-02,null,Zone.connect,空间.添加好友,2,2
2020-12-02,null,Browser.onChange,索引.标签页切换,2,1
2020-12-02,null,TSacrifice.imageView,资产重组.封面图查看,3,3
2020-12-02,null,PM.doReply,短信.回复短信,3,2
2020-12-02,null,Blog.topRightMenu,日志.右上角菜单,3,2
2020-12-02,null,Home.tabsPress,首页.标签页点击,3,1
2020-12-02,null,Works.onOrderSelect,作品.排序选择,3,3
2020-12-02,null,Say.doSay,吐槽.新吐槽,3,2
2020-12-02,null,Calendar.switchLayout,每日放送.切换布局,3,2
2020-12-02,null,Rakuen.topRightMenu,超展开.右上角菜单,3,3
2020-12-02,null,TNew.onSortPress,新番榜单.排序,3,1
2020-12-02,null,TClipboard.share,粘贴板.分享,3,2
2020-12-02,null,Login.onSelect,登陆.切换域名,3,3
2020-12-02,null,Browser.onSelect,索引.类型选择,3,3
2020-12-02,null,RakuenSearch.doSearch,帖子搜索.搜索,3,2
2020-12-02,null,TSacrifice.toggleUsers,资产重组.展开收起董事会,4,1
2020-12-02,null,TOverview.onSortPress,热门榜单.排序,4,1
2020-12-02,null,Login.onTips,登陆.配置提示,4,4
2020-12-02,null,TSearch.to,人物直达.跳转,4,2
2020-12-02,null,CatalogDetail.doCollect,目录详情.收藏,4,1
2020-12-02,null,TIndex.bonusHoliday,小圣杯.节日福利,4,4
2020-12-02,null,TClipboard.to,粘贴板.跳转,4,2
2020-12-02,null,Timeline.tabsPress,时间胶囊.标签页点击,4,1
2020-12-02,null,Topic.toggleFilterFriends,帖子.好友相关,4,1
2020-12-02,null,TTree.onCaculateTypeSelect,资产分析.选择计算类型,5,2
2020-12-02,null,Rakuen.onExtraSelect,超展开.项额外点击,5,1
2020-12-02,null,Mono.doCollect,人物.收藏人物,5,4
2020-12-02,null,Subject.doUpdateBookEp,条目.更新书籍章节,5,4
2020-12-02,null,Rating.tabsChange,用户评分.标签页切换,5,2
2020-12-02,null,Group.doJoin,小组.加入,5,1
2020-12-02,null,TOverview.onFilter,热门榜单.筛选,5,2
2020-12-02,null,Group.prev,小组.上一页,5,2
2020-12-02,null,TIndex.bonusWeek,小圣杯.每周分红,5,4
2020-12-02,null,Setting.clear,设置.清除缓存,5,5
2020-12-02,null,UserSetting.origin,个人设置.查看原图,5,3
2020-12-02,null,TValhall.onFilter,英灵殿.筛选,5,1
2020-12-02,null,Friends.to,好友.跳转,5,2
2020-12-02,null,TSacrifice.toggleLogs,资产重组.展开收起记录,5,1
2020-12-02,null,Timeline.say,时间胶囊.新吐槽,5,4
2020-12-02,null,TCharaAssets.onSelectGo,我的持仓.设置前往,6,2
2020-12-02,null,Topic.setFavor,帖子.设置收藏,6,1
2020-12-02,null,Setting.logout,设置.退出登陆,6,6
2020-12-02,null,TTemples.to,最近圣殿.跳转,6,2
2020-12-02,null,TCharaAssets.topRightMenu,我的持仓.右上角菜单,6,3
2020-12-02,null,Rank.onTypeSelect,排行榜.类型选择,6,3
2020-12-02,null,User.tabsPress,我的.标签页点击,7,3
2020-12-02,null,Group.topRightMenu,小组.右上角菜单,7,1
2020-12-02,null,Topic.doTranslate,帖子.翻译内容,7,4
2020-12-02,null,Wenku.to,文库.跳转,8,4
2020-12-02,null,Tags.tabsChange,标签索引.标签页切换,8,4
2020-12-02,null,Subject.toggleReverseEps,条目.章节倒序,8,4
2020-12-02,null,Blog.to,日志.跳转,8,5
2020-12-02,null,Rank.toggleList,排行榜.切换布局,8,3
2020-12-02,null,Topic.topRightMenu,帖子.右上角菜单,9,7
2020-12-02,null,Timeline.onSelectScope,时间胶囊.切换类型,9,3
2020-12-02,null,Subject.doTranslate,条目.翻译简介,9,3
2020-12-02,null,TOverview.tabsChange,热门榜单.标签页切换,9,4
2020-12-02,null,Subject.doUpdateNext,条目.更新书籍下一个章节,9,3
2020-12-02,null,Topic.doReply,帖子.回复,9,6
2020-12-02,null,TRich.to,番市首富.跳转,9,5
2020-12-02,null,TIndex.authFail,小圣杯.授权失败,9,7
2020-12-02,null,TClipboard.refresh,粘贴板.刷新,9,3
2020-12-02,null,Rank.onFilterSelect,排行榜.筛选选择,10,2
2020-12-02,null,Subject.doEraseCollection,条目.删除收藏,10,4
2020-12-02,null,Search.onLegacySelect,搜索.切换细分类型,10,6
2020-12-02,null,Rank.onAirdateSelect,排行榜.年选择,10,3
2020-12-02,null,Subject.doUpdateSubjectEp,条目.输入框更新章节,10,7
2020-12-02,null,Character.tabsChange,收藏的人物.标签页切换,10,3
2020-12-02,null,User.onOrderSelect,我的.排序选择,11,7
2020-12-02,null,Topic.showFixedTextarea,帖子.显示评论框,11,4
2020-12-02,null,Browser.to,索引.跳转,12,4
2020-12-02,null,TSearch.doSearch,人物直达.搜索,12,7
2020-12-02,null,User.onFilterSelect,我的.筛选选择,12,3
2020-12-02,null,Comic.searchEps,漫画.搜索章节,12,5
2020-12-02,null,TSacrifice.toggleTemples,资产重组.展开收起圣殿板块,12,2
2020-12-02,null,Zone.topRightMenu,空间.右上角菜单,12,6
2020-12-02,null,TAdvanceBid.to,买一推荐.跳转,12,1
2020-12-02,null,LoginV1.onLogin,授权登陆.登陆,12,8
2020-12-02,null,Works.onFilterSelect,作品.职位选择,13,7
2020-12-02,null,Wenku.onSelect,文库.选择,13,2
2020-12-02,null,User.topRightMenu,我的.右上角菜单,14,6
2020-12-02,null,Search.deleteHistory,搜索.删除历史,14,3
2020-12-02,null,Comic.init,漫画.初始化,14,9
2020-12-02,null,Tag.toggleList,用户标签.切换布局,15,6
2020-12-02,null,Calendar.to,每日放送.跳转,15,6
2020-12-02,null,Rank.prev,排行榜.上一页,15,2
2020-12-02,null,TDeal.switchIsIce,交易.切换冰山,15,7
2020-12-02,null,TSacrifice.toggleExpand,资产重组.展开收起圣殿,16,9
2020-12-02,null,TTree.refresh,资产分析.刷新,16,6
2020-12-02,null,TIndex.authSuccess,小圣杯.授权成功,16,14
2020-12-02,null,Group.next,小组.下一页,16,3
2020-12-02,null,TSacrifice.templeView,资产重组.圣殿图查看,17,6
2020-12-02,null,TICODeal.to,ICO交易.跳转,18,7
2020-12-02,null,TICO.tabsChange,ICO.标签页切换,18,5
2020-12-02,null,Episodes.to,章节.跳转,19,6
2020-12-02,null,Topic.toggleReverseComments,帖子.吐槽倒序,19,4
2020-12-02,null,TAdvanceAsk.to,卖一推荐.跳转,19,4
2020-12-02,null,UserTimeline.mosaicTilePress,时间线.点击瓷砖,20,6
2020-12-02,null,Rank.next,排行榜.下一页,20,6
2020-12-02,null,TAdvance.to,高级分析.跳转,21,9
2020-12-02,null,TCharaAssets.onSortPress,我的持仓.排序,21,5
2020-12-02,null,Anime.to,Anime.跳转,22,6
2020-12-02,null,Subject.changeText,条目.书籍章节输入框改变,22,7
2020-12-02,null,Home.selectGirdSubject,首页.格子布局条目选择,24,2
2020-12-02,null,TSacrifice.changeAmountByMenu,资产重组.菜单改变竞拍数量,24,3
2020-12-02,null,User.onSelectSubjectType,我的.类型选择,25,11
2020-12-02,null,TIndex.bonusDaily,小圣杯.每日签到,26,16
2020-12-02,null,Home.itemToggleExpand,首页.展开或收起条目,26,10
2020-12-02,null,Tags.to,标签索引.跳转,28,7
2020-12-02,null,TDeal.showTime,交易.显示时间,28,5
2020-12-02,null,Anime.onSelect,Anime.选择,28,8
2020-12-02,null,Tag.onOrderSelect,用户标签.排序选择,28,9
2020-12-02,null,TBid.tabsChange,我的委托.标签页切换,28,6
2020-12-02,null,Login.onError,登陆.错误,28,18
2020-12-02,null,TSacrifice.rate,资产重组.股息查看,29,4
2020-12-02,null,TSacrifice.doSacrifice,资产重组.资产重组,29,10
2020-12-02,null,Notify.to,电波提醒.跳转,29,9
2020-12-02,null,User.toggleList,我的.布局选择,30,8
2020-12-02,null,Browser.onAirdateSelect,索引.年选择,31,3
2020-12-02,null,Tag.onAirdateSelect,用户标签.年选择,32,4
2020-12-02,null,Login.onTour,登陆.游客访问,33,24
2020-12-02,null,TSacrifice.doAuction,资产重组.竞拍,33,8
2020-12-02,null,TIndex.test,小圣杯.预测股息,34,17
2020-12-02,null,Home.doEpsSelect,首页.章节菜单操作,35,13
2020-12-02,null,Notify.clear,电波提醒.清除,35,14
2020-12-02,null,Zone.toggleSection,空间.展开分组,37,8
2020-12-02,null,Comic.searchImages,漫画.搜索图片,39,5
2020-12-02,null,Home.doWatchedNextEp,首页.观看下一章节,42,17
2020-12-02,null,TBid.to,我的委托.跳转,43,9
2020-12-02,null,Rank.to,排行榜.跳转,44,10
2020-12-02,null,Search.selectHistory,搜索.选择历史,45,31
2020-12-02,null,Works.to,作品.跳转,46,13
2020-12-02,null,Setting.switch,设置.切换,47,11
2020-12-02,null,Characters.to,更多角色.跳转,48,8
2020-12-02,null,TDeal.doCancelAll,交易.一键取消挂单,48,7
2020-12-02,null,Setting.to,设置.跳转,49,29
2020-12-02,null,TSacrifice.to,资产重组.跳转,51,9
2020-12-02,null,Search.onSelect,搜索.切换类型,51,29
2020-12-02,null,TValhall.to,英灵殿.跳转,52,2
2020-12-02,null,Rakuen.tabsChange,超展开.标签页切换,55,12
2020-12-02,null,Zone.to,空间.跳转,57,13
2020-12-02,null,TLogs.tabsChange,资金日志.标签页切换,59,6
2020-12-02,null,TItems.use,我的道具.使用,60,16
2020-12-02,null,Login.onSuccess,登陆.成功,61,58
2020-12-02,null,Timeline.to,时间胶囊.跳转,62,14
2020-12-02,null,Subject.imageView,条目.封面图查看,64,19
2020-12-02,null,TOverview.to,热门榜单.跳转,64,5
2020-12-02,null,Login.to,登陆.跳转,64,24
2020-12-02,null,Topic.scrollTo,帖子.楼层跳转,67,12
2020-12-02,null,TDeal.doCancel,交易.取消挂单,68,10
2020-12-02,null,TICODeal.doSubmit,ICO交易.注资,70,6
2020-12-02,null,Group.to,小组.跳转,73,7
2020-12-02,null,Subject.searchEp,条目.搜索源,78,24
2020-12-02,null,Timeline.tabsChange,时间胶囊.标签页切换,82,17
2020-12-02,null,Login.onLogin,登陆.登陆,90,64
2020-12-02,null,TDeal.toggleType,交易.切换买卖类型,93,19
2020-12-02,null,Mono.to,人物.跳转,98,32
2020-12-02,null,TICO.to,ICO.跳转,118,7
2020-12-02,null,TCharaAssets.tabsChange,我的持仓.标签页切换,123,17
2020-12-02,null,TLogs.to,资金日志.跳转,133,13
2020-12-02,null,Home.tabsChange,首页.标签页切换,142,45
2020-12-02,null,TIndex.lottery,小圣杯.刮刮乐,148,29
2020-12-02,null,Subject.doEpsSelect,条目.章节菜单操作,152,43
2020-12-02,null,User.to,我的.跳转,166,57
2020-12-02,null,TDeal.to,交易.跳转,184,26
2020-12-02,null,Tag.to,用户标签.跳转,193,16
2020-12-02,null,Topic.to,帖子.跳转,205,25
2020-12-02,null,TDeal.doSubmit,交易.挂单,211,25
2020-12-02,null,Zone.tabsChange,空间.标签页切换,256,22
2020-12-02,null,TCharaAssets.to,我的持仓.跳转,277,27
2020-12-02,null,User.tabsChange,我的.标签页切换,296,51
2020-12-02,null,Rakuen.to,超展开.跳转,303,45
2020-12-02,null,Search.to,搜索.跳转,318,90
2020-12-02,null,Subject.doUpdateCollection,条目.管理收藏,323,62
2020-12-02,null,Discovery.to,发现.跳转,358,90
2020-12-02,null,Subject.showManageModel,条目.显示收藏管理,389,69
2020-12-02,null,Search.doSearch,搜索.搜索,423,96
2020-12-02,null,Home.to,首页.跳转,425,132
2020-12-02,null,TIndex.to,小圣杯.跳转,456,52
2020-12-02,null,Subject.to,条目.跳转,609,95
2020-12-02,null,Other.start,其他.启动,709,252
2020-12-02,null,Subject.view,条目.查看,1336,159
2020-12-02,null,Other.view,其他.查看,6535,240
2020-12-03,null,TSacrifice.toggleUsers,资产重组.展开收起董事会,1,1
2020-12-03,null,Group.doSearch,小组.页码跳转,1,1
2020-12-03,null,Search.topRightMenu,搜索.右上角菜单,1,1
2020-12-03,null,Rank.onMonthSelect,排行榜.月选择,1,1
2020-12-03,null,DiscoveryBlog.tabsChange,全站日志.标签页切换,1,1
2020-12-03,null,Anitama.topRightMenu,Anitama.右上角菜单,1,1
2020-12-03,null,Subject.doUpdateBookEp,条目.更新书籍章节,1,1
2020-12-03,null,RakuenSearch.selectHistory,帖子搜索.选择历史,1,1
2020-12-03,null,Login.onTips,登陆.配置提示,1,1
2020-12-03,null,Timeline.doDelete,时间胶囊.删除时间线,1,1
2020-12-03,null,Group.doJoin,小组.加入,1,1
2020-12-03,null,Home.doUpdateCollection,首页.管理收藏,1,1
2020-12-03,null,Setting.reset,设置.恢复默认设置,1,1
2020-12-03,null,Say.doSay,吐槽.新吐槽,1,1
2020-12-03,null,Group.topRightMenu,小组.右上角菜单,1,1
2020-12-03,null,Blog.scrollTo,日志.楼层跳转,1,1
2020-12-03,null,Anitama.prev,Anitama.上一页,1,1
2020-12-03,null,CatalogDetail.imageView,目录详情.封面图查看,1,1
2020-12-03,null,ServerStatus.pingAll,网络探针.全部检测,1,1
2020-12-03,null,Comic.onSearch,漫画.搜索,1,1
2020-12-03,null,TValhall.onFilter,英灵殿.筛选,1,1
2020-12-03,null,Catalog.to,目录.跳转,1,1
2020-12-03,null,TTrade.to,K线.跳转,1,1
2020-12-03,null,Rating.to,用户评分.跳转,1,1
2020-12-03,null,Topic.topRightMenu,帖子.右上角菜单,2,1
2020-12-03,null,Topic.setFavor,帖子.设置收藏,2,2
2020-12-03,null,TNew.tabsChange,新番榜单.标签页切换,2,2
2020-12-03,null,Assist.copy,辅助登陆.复制,2,2
2020-12-03,null,Rakuen.onExtraSelect,超展开.项额外点击,2,1
2020-12-03,null,Mono.topRightMenu,人物.右上角菜单,2,1
2020-12-03,null,TTemples.to,最近圣殿.跳转,2,1
2020-12-03,null,Home.selectGirdSubject,首页.格子布局条目选择,2,1
2020-12-03,null,Zone.tabsPress,空间.标签页点击,2,1
2020-12-03,null,Rakuen.topRightMenu,超展开.右上角菜单,2,2
2020-12-03,null,TClipboard.share,粘贴板.分享,2,2
2020-12-03,null,UserSetting.origin,个人设置.查看原图,2,1
2020-12-03,null,Mine.to,我的小组.跳转,2,1
2020-12-03,null,Tag.onMonthSelect,用户标签.月选择,2,1
2020-12-03,null,Home.showManageModal,首页.显示收藏管理,2,2
2020-12-03,null,Topic.toggleFilterMe,帖子.与我相关,2,1
2020-12-03,null,UserTimeline.to,时间线.跳转,2,1
2020-12-03,null,Topic.showFixedTextarea,帖子.显示评论框,2,2
2020-12-03,null,Browser.onSelect,索引.类型选择,2,2
2020-12-03,null,Blog.to,日志.跳转,2,2
2020-12-03,null,TBid.onSortPress,我的委托.排序,2,2
2020-12-03,null,TICODeal.imageView,ICO交易.封面图查看,2,1
2020-12-03,null,TSacrifice.toggleLogs,资产重组.展开收起记录,2,1
2020-12-03,null,Subject.readNoval,条目.阅读轻小说,3,1
2020-12-03,null,Wenku.to,文库.跳转,3,2
2020-12-03,null,Mono.doEraseCollect,人物.取消收藏人物,3,1
2020-12-03,null,User.topRightMenu,我的.右上角菜单,3,3
2020-12-03,null,TAdvanceSacrifice.to,献祭推荐.跳转,3,1
2020-12-03,null,User.tabsPress,我的.标签页点击,3,1
2020-12-03,null,TRich.tabsChange,番市首富.标签页切换,3,3
2020-12-03,null,TIndex.bonusHoliday,小圣杯.节日福利,3,3
2020-12-03,null,Catalog.next,目录.下一页,3,3
2020-12-03,null,Persons.to,制作人员.跳转,3,2
2020-12-03,null,TCharaAssets.doBatchAsk,我的持仓.批量挂单,3,2
2020-12-03,null,LoginV1.onOtherPage,授权登陆.乱逛,3,3
2020-12-03,null,Friends.to,好友.跳转,3,2
2020-12-03,null,Timeline.say,时间胶囊.新吐槽,3,3
2020-12-03,null,TSacrifice.imageView,资产重组.封面图查看,4,3
2020-12-03,null,Calendar.to,每日放送.跳转,4,3
2020-12-03,null,Home.tabsPress,首页.标签页点击,4,2
2020-12-03,null,Wenku.onSelect,文库.选择,4,1
2020-12-03,null,Rakuen.onGroupMenuPress,超展开.小组菜单点击,4,3
2020-12-03,null,Setting.clear,设置.清除缓存,4,3
2020-12-03,null,CatalogDetail.sort,目录详情.排序,4,2
2020-12-03,null,Zone.topRightMenu,空间.右上角菜单,4,4
2020-12-03,null,TSacrifice.toggleCover,资产重组.展开收起封面,4,2
2020-12-03,null,Mono.imageView,人物.封面图查看,4,4
2020-12-03,null,TTree.onTypeSelect,资产分析.选择范围,4,1
2020-12-03,null,DiscoveryBlog.to,全站日志.跳转,4,2
2020-12-03,null,Subject.doEpsLongPress,条目.章节按钮长按,5,4
2020-12-03,null,TCharaAssets.doBatchSacrifice,我的持仓.批量献祭,5,3
2020-12-03,null,TOverview.tabsChange,热门榜单.标签页切换,5,3
2020-12-03,null,Tags.tabsChange,标签索引.标签页切换,5,2
2020-12-03,null,Anime.scrollToTop,Anime.到顶,5,1
2020-12-03,null,CatalogDetail.doCollect,目录详情.收藏,5,4
2020-12-03,null,Rakuen.tabsPress,超展开.标签页点击,5,1
2020-12-03,null,RakuenSearch.doSearch,帖子搜索.搜索,5,4
2020-12-03,null,Rank.onTypeSelect,排行榜.类型选择,5,4
2020-12-03,null,TValhall.onSortPress,英灵殿.排序,6,3
2020-12-03,null,Catalog.toggleType,目录.切换类型,6,4
2020-12-03,null,Other.theme,其他.切换主题,6,3
2020-12-03,null,LoginV1.onSuccess,授权登陆.成功,6,4
2020-12-03,null,TNew.to,新番榜单.跳转,6,1
2020-12-03,null,TTree.refresh,资产分析.刷新,6,4
2020-12-03,null,Login.onSelect,登陆.切换域名,6,3
2020-12-03,null,Tag.toggleList,用户标签.切换布局,7,2
2020-12-03,null,TTree.onCaculateTypeSelect,资产分析.选择计算类型,7,1
2020-12-03,null,User.onFilterSelect,我的.筛选选择,7,3
2020-12-03,null,Search.onLegacySelect,搜索.切换细分类型,7,4
2020-12-03,null,Group.next,小组.下一页,7,2
2020-12-03,null,TDeal.switchIsIce,交易.切换冰山,7,4
2020-12-03,null,Rank.onFilterSelect,排行榜.筛选选择,8,2
2020-12-03,null,Works.onFilterSelect,作品.职位选择,8,6
2020-12-03,null,Mono.doCollect,人物.收藏人物,8,4
2020-12-03,null,Setting.logout,设置.退出登陆,8,7
2020-12-03,null,Subject.toggleReverseEps,条目.章节倒序,8,4
2020-12-03,null,Topic.doReply,帖子.回复,8,5
2020-12-03,null,Notify.to,电波提醒.跳转,8,5
2020-12-03,null,TCharaAssets.onSortPress,我的持仓.排序,9,5
2020-12-03,null,Browser.onMonthSelect,索引.月选择,9,4
2020-12-03,null,Timeline.tabsPress,时间胶囊.标签页点击,9,1
2020-12-03,null,Browser.onAirdateSelect,索引.年选择,9,3
2020-12-03,null,TClipboard.refresh,粘贴板.刷新,9,3
2020-12-03,null,Tag.onAirdateSelect,用户标签.年选择,10,5
2020-12-03,null,TSearch.doSearch,人物直达.搜索,10,4
2020-12-03,null,Comic.searchImages,漫画.搜索图片,10,5
2020-12-03,null,Works.onOrderSelect,作品.排序选择,10,6
2020-12-03,null,TIndex.bonusWeek,小圣杯.每周分红,10,8
2020-12-03,null,TSearch.to,人物直达.跳转,10,5
2020-12-03,null,TICODeal.to,ICO交易.跳转,10,6
2020-12-03,null,Comic.init,漫画.初始化,10,7
