日期,版本,事件Id,事件名称,消息数量,独立用户数
2020-11-19,null,Home.tabsChange,首页.标签页切换,120,36
2020-11-19,null,Subject.doUpdateSubjectEp,条目.输入框更新章节,122,11
2020-11-19,null,Mono.to,人物.跳转,122,42
2020-11-19,null,TDeal.toggleType,交易.切换买卖类型,124,20
2020-11-19,null,Browser.to,索引.跳转,127,5
2020-11-19,null,Topic.to,帖子.跳转,133,30
2020-11-19,null,TSacrifice.doSacrifice,资产重组.资产重组,140,14
2020-11-19,null,Anime.to,Anime.跳转,155,16
2020-11-19,null,Login.onLogin,登陆.登陆,158,79
2020-11-19,null,User.to,我的.跳转,171,63
2020-11-19,null,Zone.tabsChange,空间.标签页切换,176,17
2020-11-19,null,TLogs.to,资金日志.跳转,187,18
2020-11-19,null,Subject.changeText,条目.书籍章节输入框改变,227,10
2020-11-19,null,TIndex.lottery,小圣杯.刮刮乐,230,42
2020-11-19,null,TICODeal.doSubmit,ICO交易.注资,237,15
2020-11-19,null,TBid.to,我的委托.跳转,263,21
2020-11-19,null,User.tabsChange,我的.标签页切换,272,55
2020-11-19,null,TICO.to,ICO.跳转,320,16
2020-11-19,null,Rakuen.to,超展开.跳转,368,42
2020-11-19,null,TDeal.to,交易.跳转,377,41
2020-11-19,null,TDeal.doSubmit,交易.挂单,378,31
2020-11-19,null,Search.to,搜索.跳转,405,80
2020-11-19,null,Subject.to,条目.跳转,423,92
2020-11-19,null,Home.to,首页.跳转,450,130
2020-11-19,null,Subject.doUpdateCollection,条目.管理收藏,490,55
2020-11-19,null,Discovery.to,发现.跳转,491,110
2020-11-19,null,Subject.showManageModel,条目.显示收藏管理,568,62
2020-11-19,null,Search.doSearch,搜索.搜索,655,88
2020-11-19,null,TCharaAssets.to,我的持仓.跳转,676,33
2020-11-19,null,Other.start,其他.启动,764,246
2020-11-19,null,TIndex.to,小圣杯.跳转,814,61
2020-11-19,null,Subject.view,条目.查看,2224,173
2020-11-19,null,Other.view,其他.查看,7992,241
2020-11-20,null,Episodes.to,章节.跳转,1,1
2020-11-20,null,Works.topRightMenu,作品.右上角菜单,1,1
2020-11-20,null,Subject.readNoval,条目.阅读轻小说,1,1
2020-11-20,null,Topic.topRightMenu,帖子.右上角菜单,1,1
2020-11-20,null,Zone.used,空间.历史,1,1
2020-11-20,null,Subject.doEraseCollection,条目.删除收藏,1,1
2020-11-20,null,Say.to,吐槽.跳转,1,1
2020-11-20,null,Home.tabsPress,首页.标签页点击,1,1
2020-11-20,null,Topic.toggleReverseComments,帖子.吐槽倒序,1,1
2020-11-20,null,RakuenSearch.selectHistory,帖子搜索.选择历史,1,1
2020-11-20,null,Rakuen.onGroupMenuPress,超展开.小组菜单点击,1,1
2020-11-20,null,Timeline.doDelete,时间胶囊.删除时间线,1,1
2020-11-20,null,Mono.topRightMenu,人物.右上角菜单,1,1
2020-11-20,null,Award.to,年鉴.跳转,1,1
2020-11-20,null,TAdvanceSacrifice.alert,献祭推荐.提示,1,1
2020-11-20,null,Say.doSay,吐槽.新吐槽,1,1
2020-11-20,null,Tags.tabsChange,标签索引.标签页切换,1,1
2020-11-20,null,Blog.scrollTo,日志.楼层跳转,1,1
2020-11-20,null,CatalogDetail.imageView,目录详情.封面图查看,1,1
2020-11-20,null,Friends.sort,好友.排序,1,1
2020-11-20,null,RakuenSearch.to,帖子搜索.跳转,1,1
2020-11-20,null,TAdvanceAuction.alert,拍卖推荐.提示,1,1
2020-11-20,null,Comic.onSearch,漫画.搜索,1,1
2020-11-20,null,TAdvanceAsk.alert,卖一推荐.提示,1,1
2020-11-20,null,Character.topRightMenu,收藏的人物.右上角菜单,1,1
2020-11-20,null,TTrade.to,K线.跳转,1,1
2020-11-20,null,UserTimeline.to,时间线.跳转,1,1
2020-11-20,null,CatalogDetail.to,目录详情.跳转,1,1
2020-11-20,null,Blog.to,日志.跳转,1,1
2020-11-20,null,TSacrifice.toggleLogs,资产重组.展开收起记录,1,1
2020-11-20,null,TSacrifice.imageView,资产重组.封面图查看,2,2
2020-11-20,null,Catalog.toggleType,目录.切换类型,2,2
2020-11-20,null,Topic.doDeleteReply,帖子.删除回复,2,2
2020-11-20,null,Home.doUpdateNext,首页.更新书籍下一个章节,2,1
2020-11-20,null,Zone.toggleSection,空间.展开分组,2,2
2020-11-20,null,Setting.clear,设置.清除缓存,2,2
2020-11-20,null,TAdvanceBid.alert,买一推荐.提示,2,2
2020-11-20,null,Rakuen.topRightMenu,超展开.右上角菜单,2,2
2020-11-20,null,Subject.toggleReverseEps,条目.章节倒序,2,1
2020-11-20,null,Tag.onMonthSelect,用户标签.月选择,2,1
2020-11-20,null,Persons.to,制作人员.跳转,2,1
2020-11-20,null,Zone.connect,空间.添加好友,2,2
2020-11-20,null,TCharaAssets.doBatchAsk,我的持仓.批量挂单,2,2
2020-11-20,null,TBid.onBatchCancel,我的委托.一键取消,2,1
2020-11-20,null,Friends.to,好友.跳转,2,2
2020-11-20,null,Timeline.say,时间胶囊.新吐槽,2,2
2020-11-20,null,Tag.onAirdateSelect,用户标签.年选择,3,2
2020-11-20,null,Wenku.scrollToTop,文库.到顶,3,1
2020-11-20,null,Timeline.onSelectScope,时间胶囊.切换类型,3,2
2020-11-20,null,Voices.onFilterSelect,角色.职位选择,3,2
2020-11-20,null,TNew.onSelectGo,新番榜单.设置前往,3,1
2020-11-20,null,User.topRightMenu,我的.右上角菜单,3,3
2020-11-20,null,Subject.doUpdateBookEp,条目.更新书籍章节,3,2
2020-11-20,null,Comic.searchEps,漫画.搜索章节,3,2
2020-11-20,null,TTemples.to,最近圣殿.跳转,3,2
2020-11-20,null,Works.onOrderSelect,作品.排序选择,3,3
2020-11-20,null,TTrade.changeDistance,K线.间隔,3,1
2020-11-20,null,Calendar.switchLayout,每日放送.切换布局,3,2
2020-11-20,null,Mine.to,我的小组.跳转,3,1
2020-11-20,null,TIndex.authFail,小圣杯.授权失败,3,1
2020-11-20,null,TCharaAssets.doBatchSacrifice,我的持仓.批量献祭,4,3
2020-11-20,null,TNew.tabsChange,新番榜单.标签页切换,4,4
2020-11-20,null,TNew.to,新番榜单.跳转,4,2
2020-11-20,null,TOverview.onSortPress,热门榜单.排序,4,1
2020-11-20,null,Comic.searchImages,漫画.搜索图片,4,2
2020-11-20,null,Search.onLegacySelect,搜索.切换细分类型,4,4
2020-11-20,null,CatalogDetail.sort,目录详情.排序,4,2
2020-11-20,null,Topic.doTranslate,帖子.翻译内容,4,2
2020-11-20,null,TNew.onSortPress,新番榜单.排序,4,2
2020-11-20,null,Works.toggleList,作品.切换布局,4,2
2020-11-20,null,Catalog.next,目录.下一页,4,1
2020-11-20,null,Group.next,小组.下一页,4,2
2020-11-20,null,Browser.onSelect,索引.类型选择,4,4
2020-11-20,null,Topic.setFavor,帖子.设置收藏,5,3
2020-11-20,null,LoginV1.onSuccess,授权登陆.成功,5,4
2020-11-20,null,Zone.topRightMenu,空间.右上角菜单,5,2
2020-11-20,null,Topic.toggleFilterMe,帖子.与我相关,5,1
2020-11-20,null,Other.theme,其他.切换主题,6,4
2020-11-20,null,TAdvanceSacrifice.to,献祭推荐.跳转,6,2
2020-11-20,null,Login.onTips,登陆.配置提示,6,4
2020-11-20,null,TSearch.to,人物直达.跳转,6,2
2020-11-20,null,Comic.init,漫画.初始化,6,3
2020-11-20,null,Tag.toggleList,用户标签.切换布局,7,1
2020-11-20,null,Works.onFilterSelect,作品.职位选择,7,5
2020-11-20,null,Setting.logout,设置.退出登陆,7,7
2020-11-20,null,UserTimeline.mosaicTilePress,时间线.点击瓷砖,7,1
2020-11-20,null,Voices.to,角色.跳转,7,3
2020-11-20,null,Browser.onMonthSelect,索引.月选择,7,4
2020-11-20,null,TCharaAssets.topRightMenu,我的持仓.右上角菜单,7,6
2020-11-20,null,Rank.onTypeSelect,排行榜.类型选择,7,5
2020-11-20,null,TOverview.onFilter,热门榜单.筛选,8,1
2020-11-20,null,Subject.doUpdateNext,条目.更新书籍下一个章节,8,1
2020-11-20,null,Catalog.to,目录.跳转,8,2
2020-11-20,null,RakuenSearch.doSearch,帖子搜索.搜索,8,6
2020-11-20,null,Character.to,收藏的人物.跳转,9,5
2020-11-20,null,Browser.onAirdateSelect,索引.年选择,9,3
2020-11-20,null,TValhall.onSortPress,英灵殿.排序,10,1
2020-11-20,null,Rank.onFilterSelect,排行榜.筛选选择,10,3
2020-11-20,null,Rank.onMonthSelect,排行榜.月选择,10,2
2020-11-20,null,TDeal.showTime,交易.显示时间,10,3
2020-11-20,null,TSacrifice.toggleTemples,资产重组.展开收起圣殿板块,10,3
2020-11-20,null,LoginV1.onLogin,授权登陆.登陆,10,5
2020-11-20,null,Wenku.onSelect,文库.选择,11,4
2020-11-20,null,TIndex.bonusWeek,小圣杯.每周分红,11,10
2020-11-20,null,TValhall.onFilter,英灵殿.筛选,11,1
2020-11-20,null,Mono.imageView,人物.封面图查看,11,4
2020-11-20,null,Rank.prev,排行榜.上一页,12,7
2020-11-20,null,Character.tabsChange,收藏的人物.标签页切换,12,6
2020-11-20,null,TTree.onTypeSelect,资产分析.选择范围,12,3
2020-11-20,null,TCharaAssets.onSelectGo,我的持仓.设置前往,13,3
2020-11-20,null,User.toggleList,我的.布局选择,13,7
2020-11-20,null,Anime.scrollToTop,Anime.到顶,13,2
2020-11-20,null,TTopWeek.refresh,每周萌王.刷新,13,2
2020-11-20,null,Browser.to,索引.跳转,14,4
2020-11-20,null,TDeal.switchIsIce,交易.切换冰山,14,3
2020-11-20,null,User.onOrderSelect,我的.排序选择,15,5
2020-11-20,null,Calendar.to,每日放送.跳转,15,7
2020-11-20,null,Characters.to,更多角色.跳转,15,3
2020-11-20,null,TRich.to,番市首富.跳转,15,5
2020-11-20,null,Wenku.to,文库.跳转,16,6
2020-11-20,null,TSearch.doSearch,人物直达.搜索,16,6
2020-11-20,null,TAdvanceBid.to,买一推荐.跳转,16,5
2020-11-20,null,Subject.doTranslate,条目.翻译简介,17,4
2020-11-20,null,TRich.tabsChange,番市首富.标签页切换,17,4
2020-11-20,null,UserSetting.origin,个人设置.查看原图,17,3
2020-11-20,null,Login.onSelect,登陆.切换域名,17,6
2020-11-20,null,Login.onTour,登陆.游客访问,18,15
2020-11-20,null,TTree.onCaculateTypeSelect,资产分析.选择计算类型,18,4
2020-11-20,null,Mono.doCollect,人物.收藏人物,18,4
2020-11-20,null,Topic.scrollTo,帖子.楼层跳转,18,8
2020-11-20,null,TOverview.tabsChange,热门榜单.标签页切换,19,3
2020-11-20,null,Home.selectGirdSubject,首页.格子布局条目选择,19,4
2020-11-20,null,TTree.refresh,资产分析.刷新,20,8
2020-11-20,null,Tag.onOrderSelect,用户标签.排序选择,20,7
2020-11-20,null,TIndex.authSuccess,小圣杯.授权成功,21,14
2020-11-20,null,TSacrifice.rate,资产重组.股息查看,22,5
2020-11-20,null,TICODeal.to,ICO交易.跳转,22,10
2020-11-20,null,Topic.doReply,帖子.回复,22,12
2020-11-20,null,Topic.showFixedTextarea,帖子.显示评论框,22,10
2020-11-20,null,User.onSelectSubjectType,我的.类型选择,23,14
2020-11-20,null,TSacrifice.changeAmountByMenu,资产重组.菜单改变竞拍数量,23,9
2020-11-20,null,Subject.searchEp,条目.搜索源,23,12
2020-11-20,null,TSacrifice.templeView,资产重组.圣殿图查看,23,6
2020-11-20,null,Rank.toggleList,排行榜.切换布局,24,6
2020-11-20,null,TTopWeek.to,每周萌王.跳转,25,6
2020-11-20,null,Home.doWatchedNextEp,首页.观看下一章节,25,13
2020-11-20,null,TIndex.bonusDaily,小圣杯.每日签到,26,19
2020-11-20,null,Timeline.to,时间胶囊.跳转,26,10
2020-11-20,null,TAdvanceAuction.to,拍卖推荐.跳转,27,4
2020-11-20,null,Home.doEpsSelect,首页.章节菜单操作,27,11
2020-11-20,null,TBid.tabsChange,我的委托.标签页切换,27,8
2020-11-20,null,Login.to,登陆.跳转,28,13
2020-11-20,null,Timeline.tabsChange,时间胶囊.标签页切换,29,6
2020-11-20,null,Subject.changeText,条目.书籍章节输入框改变,31,7
2020-11-20,null,Rakuen.tabsChange,超展开.标签页切换,33,18
2020-11-20,null,TSacrifice.toggleExpand,资产重组.展开收起圣殿,33,9
2020-11-20,null,TICO.tabsChange,ICO.标签页切换,33,10
2020-11-20,null,Search.selectHistory,搜索.选择历史,34,22
2020-11-20,null,Subject.doUpdateSubjectEp,条目.输入框更新章节,34,10
2020-11-20,null,Notify.clear,电波提醒.清除,35,17
2020-11-20,null,Search.deleteHistory,搜索.删除历史,36,9
2020-11-20,null,Zone.to,空间.跳转,36,9
2020-11-20,null,Tags.to,标签索引.跳转,40,7
2020-11-20,null,TDeal.doCancelAll,交易.一键取消挂单,40,10
2020-11-20,null,Subject.imageView,条目.封面图查看,41,23
2020-11-20,null,Setting.switch,设置.切换,41,14
2020-11-20,null,Rank.next,排行榜.下一页,45,12
2020-11-20,null,TDeal.doCancel,交易.取消挂单,47,12
2020-11-20,null,Group.to,小组.跳转,48,10
2020-11-20,null,Setting.to,设置.跳转,49,29
2020-11-20,null,Tag.to,用户标签.跳转,51,14
2020-11-20,null,Notify.to,电波提醒.跳转,51,12
2020-11-20,null,TAdvance.to,高级分析.跳转,52,13
2020-11-20,null,Rank.onAirdateSelect,排行榜.年选择,53,7
2020-11-20,null,TValhall.to,英灵殿.跳转,54,6
2020-11-20,null,TLogs.tabsChange,资金日志.标签页切换,54,6
2020-11-20,null,Works.to,作品.跳转,54,12
2020-11-20,null,TOverview.to,热门榜单.跳转,55,7
2020-11-20,null,Home.itemToggleExpand,首页.展开或收起条目,55,14
2020-11-20,null,Search.onSelect,搜索.切换类型,55,26
2020-11-20,null,TIndex.test,小圣杯.预测股息,56,22
2020-11-20,null,Login.onError,登陆.错误,56,25
2020-11-20,null,TSacrifice.doAuction,资产重组.竞拍,57,16
2020-11-20,null,TSacrifice.to,资产重组.跳转,59,13
2020-11-20,null,Rank.to,排行榜.跳转,61,13
2020-11-20,null,TItems.use,我的道具.使用,64,16
2020-11-20,null,TAdvanceAsk.to,卖一推荐.跳转,65,9
2020-11-20,null,TCharaAssets.onSortPress,我的持仓.排序,69,11
2020-11-20,null,TCharaAssets.tabsChange,我的持仓.标签页切换,72,19
2020-11-20,null,TSacrifice.doSacrifice,资产重组.资产重组,75,19
2020-11-20,null,TLogs.to,资金日志.跳转,81,16
2020-11-20,null,Login.onSuccess,登陆.成功,87,70
2020-11-20,null,Home.tabsChange,首页.标签页切换,89,33
2020-11-20,null,TICODeal.doSubmit,ICO交易.注资,92,9
2020-11-20,null,Anime.to,Anime.跳转,93,15
2020-11-20,null,Subject.doEpsSelect,条目.章节菜单操作,99,42
2020-11-20,null,Topic.to,帖子.跳转,104,30
2020-11-20,null,Zone.tabsChange,空间.标签页切换,116,13
2020-11-20,null,User.to,我的.跳转,119,52
2020-11-20,null,TDeal.toggleType,交易.切换买卖类型,125,22
2020-11-20,null,TIndex.lottery,小圣杯.刮刮乐,127,28
2020-11-20,null,Subject.doUpdateCollection,条目.管理收藏,140,63
2020-11-20,null,TBid.to,我的委托.跳转,146,17
2020-11-20,null,Mono.to,人物.跳转,146,40
2020-11-20,null,Login.onLogin,登陆.登陆,148,80
2020-11-20,null,Subject.showManageModel,条目.显示收藏管理,178,67
2020-11-20,null,Anime.onSelect,Anime.选择,181,14
2020-11-20,null,TICO.to,ICO.跳转,186,17
2020-11-20,null,Search.to,搜索.跳转,241,79
2020-11-20,null,User.tabsChange,我的.标签页切换,260,51
2020-11-20,null,Rakuen.to,超展开.跳转,262,38
2020-11-20,null,TDeal.doSubmit,交易.挂单,279,31
2020-11-20,null,Search.doSearch,搜索.搜索,309,80
2020-11-20,null,TDeal.to,交易.跳转,333,36
2020-11-20,null,Discovery.to,发现.跳转,390,95
2020-11-20,null,Home.to,首页.跳转,407,124
2020-11-20,null,TCharaAssets.to,我的持仓.跳转,418,34
2020-11-20,null,Subject.to,条目.跳转,428,93
2020-11-20,null,TIndex.to,小圣杯.跳转,655,55
2020-11-20,null,Other.start,其他.启动,677,244
2020-11-20,null,Subject.view,条目.查看,965,162
2020-11-20,null,Other.view,其他.查看,6625,240
2020-11-21,null,CatalogDetail.doErase,目录详情.取消收藏,1,1
2020-11-21,null,TSacrifice.imageView,资产重组.封面图查看,1,1
2020-11-21,null,Works.topRightMenu,作品.右上角菜单,1,1
2020-11-21,null,Zone.used,空间.历史,1,1
2020-11-21,null,Search.topRightMenu,搜索.右上角菜单,1,1
2020-11-21,null,TNew.to,新番榜单.跳转,1,1
2020-11-21,null,Home.doEpsLongPress,首页.章节按钮长按,1,1
2020-11-21,null,Topic.doDeleteReply,帖子.删除回复,1,1
2020-11-21,null,TTree.alert,资产分析.提醒,1,1
2020-11-21,null,Blog.doReply,日志.回复,1,1
2020-11-21,null,Award.to,年鉴.跳转,1,1
2020-11-21,null,Home.doUpdateCollection,首页.管理收藏,1,1
2020-11-21,null,Works.onOrderSelect,作品.排序选择,1,1
2020-11-21,null,Setting.reset,设置.恢复默认设置,1,1
2020-11-21,null,Assist.submit,辅助登陆.提交,1,1
2020-11-21,null,Subject.toPSNINE,条目.查看奖杯,1,1
2020-11-21,null,RakuenHistory.to,本地帖子.跳转,1,1
2020-11-21,null,CatalogDetail.doCollect,目录详情.收藏,1,1
2020-11-21,null,CatalogDetail.imageView,目录详情.封面图查看,1,1
2020-11-21,null,TAdvanceAuction.alert,拍卖推荐.提示,1,1
2020-11-21,null,TSacrifice.toggleCover,资产重组.展开收起封面,1,1
2020-11-21,null,TValhall.onFilter,英灵殿.筛选,1,1
2020-11-21,null,Zone.connect,空间.添加好友,1,1
2020-11-21,null,UserTimeline.to,时间线.跳转,1,1
2020-11-21,null,DiscoveryBlog.to,全站日志.跳转,1,1
2020-11-21,null,Episodes.to,章节.跳转,2,2
2020-11-21,null,TCharaAssets.doBatchSacrifice,我的持仓.批量献祭,2,2
2020-11-21,null,Timeline.onSelectScope,时间胶囊.切换类型,2,2
2020-11-21,null,TNew.tabsChange,新番榜单.标签页切换,2,2
2020-11-21,null,Assist.copy,辅助登陆.复制,2,2
2020-11-21,null,Rating.tabsChange,用户评分.标签页切换,2,2
2020-11-21,null,Comic.searchEps,漫画.搜索章节,2,1
2020-11-21,null,Anitama.to,Anitama.跳转,2,2
2020-11-21,null,Subject.updateFilterEps,条目.设置章节筛选,2,1
2020-11-21,null,Blog.scrollTo,日志.楼层跳转,2,2
2020-11-21,null,Setting.clear,设置.清除缓存,2,2
2020-11-21,null,ServerStatus.pingAll,网络探针.全部检测,2,2
2020-11-21,null,Home.showManageModal,首页.显示收藏管理,2,2
2020-11-21,null,Catalog.to,目录.跳转,2,1
2020-11-21,null,Topic.toggleFilterMe,帖子.与我相关,2,1
2020-11-21,null,LoginV1.onOtherPage,授权登陆.乱逛,2,2
2020-11-21,null,Group.next,小组.下一页,2,2
2020-11-21,null,TICODeal.imageView,ICO交易.封面图查看,2,1
2020-11-21,null,Subject.doEpsLongPress,条目.章节按钮长按,3,2
2020-11-21,null,Topic.topRightMenu,帖子.右上角菜单,3,3
2020-11-21,null,Character.to,收藏的人物.跳转,3,1
2020-11-21,null,LoginV1.onSuccess,授权登陆.成功,3,3
2020-11-21,null,Works.onFilterSelect,作品.职位选择,3,3
2020-11-21,null,Topic.toggleReverseComments,帖子.吐槽倒序,3,2
2020-11-21,null,Mono.topRightMenu,人物.右上角菜单,3,2
2020-11-21,null,TSearch.to,人物直达.跳转,3,2
2020-11-21,null,Friends.sort,好友.排序,3,2
2020-11-21,null,CatalogDetail.sort,目录详情.排序,3,2
2020-11-21,null,TIndex.bonusHoliday,小圣杯.节日福利,3,3
2020-11-21,null,Other.deeplink,其他.Linking,3,1
2020-11-21,null,TRich.to,番市首富.跳转,3,1
2020-11-21,null,Browser.onSelect,索引.类型选择,3,3
2020-11-21,null,Rating.toggleFilter,用户评分.切换类型,3,1
2020-11-21,null,RakuenSearch.deleteHistory,帖子搜索.删除历史,3,1
2020-11-21,null,Tag.onAirdateSelect,用户标签.年选择,4,4
2020-11-21,null,Subject.doUpdateBookEp,条目.更新书籍章节,4,3
2020-11-21,null,Rakuen.onGroupMenuPress,超展开.小组菜单点击,4,2
2020-11-21,null,TDeal.showTime,交易.显示时间,4,2
2020-11-21,null,Home.doUpdateNext,首页.更新书籍下一个章节,4,3
2020-11-21,null,Subject.doDiscTranslate,条目.翻译曲目,4,2
2020-11-21,null,Say.doSay,吐槽.新吐槽,4,1
2020-11-21,null,Search.onLegacySelect,搜索.切换细分类型,4,4
2020-11-21,null,Topic.doTranslate,帖子.翻译内容,4,3
2020-11-21,null,TNew.onSortPress,新番榜单.排序,4,1
2020-11-21,null,ServerStatus.pingOne,网络探针.检测,4,1
2020-11-21,null,Topic.toggleFilterFriends,帖子.好友相关,4,1
2020-11-21,null,TCharaAssets.doBatchAsk,我的持仓.批量挂单,4,3
2020-11-21,null,TBid.onBatchCancel,我的委托.一键取消,4,4
2020-11-21,null,TBid.onSortPress,我的委托.排序,4,2
2020-11-21,null,TSacrifice.rate,资产重组.股息查看,5,4
2020-11-21,null,User.onFilterSelect,我的.筛选选择,5,3
2020-11-21,null,RakuenSetting.switch,超展开设置.切换,5,2
2020-11-21,null,Login.onTips,登陆.配置提示,5,3
2020-11-21,null,Comic.searchImages,漫画.搜索图片,5,1
2020-11-21,null,Rakuen.topRightMenu,超展开.右上角菜单,5,3
2020-11-21,null,UserSetting.origin,个人设置.查看原图,5,3
2020-11-21,null,Rank.onMonthSelect,排行榜.月选择,6,4
2020-11-21,null,Mono.doCollect,人物.收藏人物,6,5
2020-11-21,null,Timeline.doDelete,时间胶囊.删除时间线,6,3
2020-11-21,null,TTemples.to,最近圣殿.跳转,6,2
2020-11-21,null,Catalog.next,目录.下一页,6,3
2020-11-21,null,TDeal.switchIsIce,交易.切换冰山,6,4
2020-11-21,null,TSacrifice.toggleLogs,资产重组.展开收起记录,6,2
2020-11-21,null,Catalog.toggleType,目录.切换类型,7,2
2020-11-21,null,TSacrifice.toggleExpand,资产重组.展开收起圣殿,7,5
2020-11-21,null,TSacrifice.toggleTemples,资产重组.展开收起圣殿板块,7,3
2020-11-21,null,Comic.init,漫画.初始化,7,5
2020-11-21,null,Zone.topRightMenu,空间.右上角菜单,7,4
2020-11-21,null,Browser.onAirdateSelect,索引.年选择,7,3
2020-11-21,null,TSacrifice.toggleUsers,资产重组.展开收起董事会,8,2
2020-11-21,null,Voices.onFilterSelect,角色.职位选择,8,2
2020-11-21,null,Rank.onAirdateSelect,排行榜.年选择,8,7
2020-11-21,null,Calendar.switchLayout,每日放送.切换布局,8,3
2020-11-21,null,Browser.onMonthSelect,索引.月选择,8,4
2020-11-21,null,Topic.showFixedTextarea,帖子.显示评论框,8,6
2020-11-21,null,Rank.doSearch,排行榜.页码跳转,8,4
2020-11-21,null,TRich.tabsChange,番市首富.标签页切换,9,2
2020-11-21,null,TCharaAssets.topRightMenu,我的持仓.右上角菜单,9,4
2020-11-21,null,Subject.doEraseCollection,条目.删除收藏,10,5
2020-11-21,null,Setting.logout,设置.退出登陆,10,7
2020-11-21,null,TOverview.tabsChange,热门榜单.标签页切换,10,3
2020-11-21,null,Zone.tabsPress,空间.标签页点击,10,1
2020-11-21,null,Character.tabsChange,收藏的人物.标签页切换,10,4
2020-11-21,null,LoginV1.onLogin,授权登陆.登陆,10,8
2020-11-21,null,RakuenSearch.doSearch,帖子搜索.搜索,10,4
2020-11-21,null,User.topRightMenu,我的.右上角菜单,11,6
2020-11-21,null,UserTimeline.mosaicTilePress,时间线.点击瓷砖,11,3
2020-11-21,null,Login.onSelect,登陆.切换域名,12,6
2020-11-21,null,Friends.to,好友.跳转,12,4
2020-11-21,null,Timeline.say,时间胶囊.新吐槽,12,4
2020-11-21,null,TSearch.doSearch,人物直达.搜索,13,8
2020-11-21,null,TTree.onCaculateTypeSelect,资产分析.选择计算类型,13,4
2020-11-21,null,Voices.to,角色.跳转,13,3
2020-11-21,null,Subject.toggleReverseEps,条目.章节倒序,13,8
2020-11-21,null,Mono.imageView,人物.封面图查看,13,7
2020-11-21,null,Rank.toggleList,排行榜.切换布局,13,5
2020-11-21,null,Tag.toggleList,用户标签.切换布局,14,5
2020-11-21,null,Calendar.to,每日放送.跳转,14,5
2020-11-21,null,Tags.tabsChange,标签索引.标签页切换,14,3
2020-11-21,null,Wenku.onSelect,文库.选择,15,4
2020-11-21,null,TTree.refresh,资产分析.刷新,15,9
2020-11-21,null,TIndex.bonusWeek,小圣杯.每周分红,15,12
2020-11-21,null,Anime.scrollToTop,Anime.到顶,15,4
2020-11-21,null,Tag.onOrderSelect,用户标签.排序选择,16,9
2020-11-21,null,Blog.to,日志.跳转,16,5
2020-11-21,null,Works.to,作品.跳转,17,8
2020-11-21,null,TICODeal.doSubmit,ICO交易.注资,17,7
2020-11-21,null,Rank.onTypeSelect,排行榜.类型选择,17,9
2020-11-21,null,User.onOrderSelect,我的.排序选择,18,11
2020-11-21,null,TValhall.to,英灵殿.跳转,18,6
2020-11-21,null,Zone.toggleSection,空间.展开分组,18,8
2020-11-21,null,Topic.doReply,帖子.回复,18,11
2020-11-21,null,TSacrifice.templeView,资产重组.圣殿图查看,18,6
2020-11-21,null,Other.theme,其他.切换主题,19,8
2020-11-21,null,User.onSelectSubjectType,我的.类型选择,19,9
2020-11-21,null,Wenku.to,文库.跳转,20,4
2020-11-21,null,Rank.prev,排行榜.上一页,20,9
2020-11-21,null,TSacrifice.doSacrifice,资产重组.资产重组,20,13
2020-11-21,null,Rank.onFilterSelect,排行榜.筛选选择,21,6
2020-11-21,null,TICODeal.to,ICO交易.跳转,22,5
2020-11-21,null,TIndex.authSuccess,小圣杯.授权成功,23,21
2020-11-21,null,Group.to,小组.跳转,24,8
2020-11-21,null,TBid.tabsChange,我的委托.标签页切换,24,10
2020-11-21,null,Tags.to,标签索引.跳转,25,7
2020-11-21,null,TOverview.to,热门榜单.跳转,25,5
2020-11-21,null,Subject.doUpdateSubjectEp,条目.输入框更新章节,27,13
2020-11-21,null,User.toggleList,我的.布局选择,28,9
2020-11-21,null,Search.deleteHistory,搜索.删除历史,28,8
2020-11-21,null,TDeal.doCancelAll,交易.一键取消挂单,28,10
2020-11-21,null,Zone.to,空间.跳转,28,9
2020-11-21,null,Topic.scrollTo,帖子.楼层跳转,29,13
2020-11-21,null,TDeal.doCancel,交易.取消挂单,30,10
2020-11-21,null,TIndex.bonusDaily,小圣杯.每日签到,30,21
2020-11-21,null,Characters.to,更多角色.跳转,32,7
2020-11-21,null,TAdvanceAsk.to,卖一推荐.跳转,32,5
2020-11-21,null,Login.onTour,登陆.游客访问,33,24
2020-11-21,null,Subject.doTranslate,条目.翻译简介,34,9
2020-11-21,null,Notify.clear,电波提醒.清除,34,16
2020-11-21,null,TICO.tabsChange,ICO.标签页切换,35,9
2020-11-21,null,TCharaAssets.onSortPress,我的持仓.排序,37,12
2020-11-21,null,TIndex.authFail,小圣杯.授权失败,37,3
2020-11-21,null,TLogs.tabsChange,资金日志.标签页切换,38,6
2020-11-21,null,Search.selectHistory,搜索.选择历史,38,31
2020-11-21,null,TAdvance.to,高级分析.跳转,39,14
2020-11-21,null,Timeline.tabsChange,时间胶囊.标签页切换,40,11
2020-11-21,null,Timeline.to,时间胶囊.跳转,40,16
2020-11-21,null,Browser.to,索引.跳转,44,9
2020-11-21,null,Rakuen.tabsChange,超展开.标签页切换,45,15
2020-11-21,null,Notify.to,电波提醒.跳转,48,7
2020-11-21,null,Home.doWatchedNextEp,首页.观看下一章节,50,18
2020-11-21,null,TSacrifice.to,资产重组.跳转,51,14
2020-11-21,null,Subject.changeText,条目.书籍章节输入框改变,57,13
2020-11-21,null,Login.to,登陆.跳转,59,28
